"","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachment","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"1300","f","s","w","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","n","a","g"
"1301","x","s","w","f","n","f","w","b","p","t","e","s","s","w","w","w","o","e","n","a","g"
"1302","x","f","g","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","k","a","g"
"1303","f","s","w","f","n","f","w","b","h","t","e","s","f","w","w","w","o","e","n","s","g"
"1304","x","f","n","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","n","y","d"
"1305","f","s","g","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","n","a","g"
"1306","f","s","g","f","n","f","w","b","h","t","e","s","s","w","w","w","o","e","n","s","g"
"1307","f","f","n","f","n","f","w","b","p","t","e","f","s","w","w","w","o","e","n","s","g"
"1308","f","s","w","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","n","s","g"
"1309","f","s","w","f","n","f","w","b","h","t","e","s","s","w","w","w","o","e","n","a","g"
"1310","f","s","g","f","n","f","w","b","p","t","e","s","s","w","w","w","o","e","n","s","g"
"1311","f","f","w","f","n","f","w","b","n","t","e","f","f","w","w","w","o","e","n","s","g"
"1312","f","s","n","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","n","a","g"
"1313","f","s","w","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","n","s","g"
"1314","x","f","g","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","n","a","g"
"1315","b","y","y","t","l","f","c","b","k","e","c","s","s","w","w","w","o","p","k","n","g"
"1316","f","f","n","f","n","f","w","b","k","t","e","f","f","w","w","w","o","e","n","s","g"
"1317","f","s","g","f","n","f","w","b","k","t","e","s","s","w","w","w","o","e","n","s","g"
"1318","x","f","n","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","k","y","d"
"1319","b","s","y","t","l","f","c","b","n","e","c","s","s","w","w","w","o","p","k","s","m"
"1320","x","s","w","f","n","f","w","b","p","t","e","s","s","w","w","w","o","e","k","s","g"
"1321","f","f","n","t","n","f","c","b","n","t","b","s","s","w","p","w","o","p","n","y","d"
"1322","x","s","w","t","p","f","c","n","n","e","e","s","s","w","w","w","o","p","n","s","g"
"1323","f","f","w","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","k","s","g"
"1324","f","y","w","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","n","s","u"
"1325","x","s","n","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","n","a","g"
"1326","f","s","n","f","n","f","w","b","n","t","e","s","f","w","w","w","o","e","k","a","g"
"1327","b","s","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","n","g"
"1328","f","s","g","f","n","f","w","b","k","t","e","f","f","w","w","w","o","e","n","a","g"
"1329","x","s","g","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","n","a","g"
"1330","f","f","g","f","n","f","w","b","k","t","e","f","f","w","w","w","o","e","k","s","g"
"1331","x","f","g","f","n","f","w","b","k","t","e","s","s","w","w","w","o","e","k","s","g"
"1332","f","s","w","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","k","a","g"
"1333","f","s","n","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","k","v","g"
"1334","f","f","g","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","n","a","g"
"1335","f","s","w","f","n","f","w","b","h","t","e","s","s","w","w","w","o","e","k","a","g"
"1336","x","f","n","t","n","f","c","b","n","t","b","s","s","p","g","w","o","p","k","y","d"
"1337","x","s","n","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","n","a","g"
"1338","x","f","e","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","n","y","d"
"1339","x","y","y","t","a","f","c","b","n","e","c","s","s","w","w","w","o","p","n","n","g"
"1340","f","f","w","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","k","s","g"
"1341","x","s","w","f","n","f","w","b","n","t","e","s","f","w","w","w","o","e","k","a","g"
"1342","f","f","n","f","n","f","w","b","h","t","e","f","s","w","w","w","o","e","n","a","g"
"1343","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","w","o","p","k","s","u"
"1344","f","f","g","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","n","y","d"
"1345","f","s","w","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","n","s","g"
"1346","f","f","w","f","n","f","w","b","h","t","e","s","f","w","w","w","o","e","k","a","g"
"1347","f","y","n","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","n","v","g"
"1348","x","s","w","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","k","s","g"
"1349","x","f","n","t","n","f","c","b","p","t","b","s","s","g","w","w","o","p","n","y","d"
"1350","x","y","g","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","n","v","d"
"1351","x","y","g","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","n","v","d"
"1352","f","s","n","f","n","f","w","b","k","t","e","f","f","w","w","w","o","e","n","s","g"
"1353","f","s","w","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","n","s","g"
"1354","f","s","n","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","n","a","g"
"1355","x","s","n","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","k","a","g"
"1356","f","f","w","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","k","a","g"
"1357","x","f","n","f","n","f","w","b","n","t","e","f","f","w","w","w","o","e","k","s","g"
"1358","f","f","w","f","n","f","w","b","p","t","e","s","s","w","w","w","o","e","k","a","g"
"1359","f","f","n","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","n","a","g"
"1360","f","s","w","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","k","s","g"
"1361","f","f","n","f","n","f","w","b","p","t","e","f","s","w","w","w","o","e","n","a","g"
"1362","f","y","n","t","p","f","c","n","w","e","e","s","s","w","w","w","o","p","k","v","u"
"1363","f","f","w","f","n","f","w","b","k","t","e","s","s","w","w","w","o","e","k","a","g"
"1364","f","s","w","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","n","s","g"
"1365","x","f","n","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","n","a","g"
"1366","f","f","w","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","n","s","g"
"1367","x","f","g","f","n","f","w","b","n","t","e","s","f","w","w","w","o","e","k","a","g"
"1368","f","s","n","f","n","f","w","b","p","t","e","s","s","w","w","w","o","e","n","a","g"
"1369","x","f","g","t","n","f","c","b","n","t","b","s","s","g","g","w","o","p","k","v","d"
"1370","f","f","w","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","n","a","g"
"1371","f","f","n","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","k","s","g"
"1372","x","s","n","f","n","f","w","b","p","t","e","s","s","w","w","w","o","e","k","s","g"
"1373","x","f","w","f","n","f","w","b","h","t","e","s","f","w","w","w","o","e","k","s","g"
"1374","b","s","y","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","s","g"
"1375","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","k","s","g"
"1376","f","s","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","k","v","g"
"1377","f","f","w","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","k","s","g"
"1378","f","f","n","f","n","f","w","b","k","t","e","s","s","w","w","w","o","e","k","s","g"
"1379","f","y","n","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","k","s","g"
"1380","f","f","n","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","k","s","g"
"1381","x","s","w","t","p","f","c","n","n","e","e","s","s","w","w","w","o","p","n","v","u"
"1382","f","s","n","f","n","f","w","b","k","t","e","s","s","w","w","w","o","e","n","a","g"
"1383","f","y","w","t","p","f","c","n","n","e","e","s","s","w","w","w","o","p","n","v","u"
"1384","f","s","n","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","k","a","g"
"1385","f","s","g","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","k","a","g"
"1386","x","f","g","f","n","f","w","b","h","t","e","s","f","w","w","w","o","e","k","a","g"
"1387","f","f","n","f","n","f","w","b","k","t","e","s","s","w","w","w","o","e","n","s","g"
"1388","x","f","g","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","n","v","d"
"1389","x","f","n","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","k","v","d"
"1390","x","f","n","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","n","s","g"
"1391","x","f","g","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","k","y","d"
"1392","x","s","w","f","n","f","w","b","h","t","e","s","s","w","w","w","o","e","n","s","g"
"1393","f","s","w","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","k","a","g"
"1394","x","s","w","f","n","f","w","b","p","t","e","f","s","w","w","w","o","e","k","s","g"
"1395","f","f","g","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","k","s","g"
"1396","x","f","n","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","n","y","d"
"1397","x","s","w","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","n","s","g"
"1398","x","s","n","f","n","f","w","b","h","t","e","f","s","w","w","w","o","e","k","s","g"
"1399","f","s","g","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","n","s","g"
"1400","f","y","w","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","n","s","g"
"1401","f","s","n","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","k","s","g"
"1402","f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","w","o","p","n","y","g"
"1403","x","f","g","t","n","f","c","b","n","t","b","s","s","g","p","w","o","p","k","y","d"
"1404","f","s","g","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","n","a","g"
"1405","x","s","g","f","n","f","w","b","h","t","e","f","s","w","w","w","o","e","n","a","g"
"1406","f","y","w","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","s","u"
"1407","x","s","w","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","k","a","g"
"1408","x","s","w","f","n","f","w","b","p","t","e","s","s","w","w","w","o","e","k","a","g"
"1409","f","s","g","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","k","a","g"
"1410","f","s","n","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","n","s","g"
"1411","x","f","n","f","n","f","w","b","k","t","e","f","f","w","w","w","o","e","k","s","g"
"1412","f","s","n","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","k","s","g"
"1413","f","s","n","f","n","f","w","b","n","t","e","f","f","w","w","w","o","e","n","a","g"
"1414","x","f","w","f","n","f","w","b","n","t","e","s","f","w","w","w","o","e","n","a","g"
"1415","f","f","w","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","n","a","g"
"1416","f","f","n","f","n","f","w","b","h","t","e","s","f","w","w","w","o","e","k","a","g"
"1417","x","y","w","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","n","s","m"
"1418","x","s","n","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","k","a","g"
"1419","x","s","g","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","n","s","g"
"1420","f","s","w","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","k","a","g"
"1421","x","s","w","t","p","f","c","n","w","e","e","s","s","w","w","w","o","p","n","s","u"
"1422","x","s","w","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","k","s","g"
"1423","x","f","n","t","n","f","c","b","n","t","b","s","s","g","p","w","o","p","n","v","d"
"1424","f","f","g","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","n","s","g"
"1425","x","s","g","f","n","f","w","b","n","t","e","s","f","w","w","w","o","e","k","a","g"
"1426","f","f","n","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","n","a","g"
"1427","f","s","n","f","n","f","w","b","p","t","e","s","s","w","w","w","o","e","n","s","g"
"1428","x","s","g","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","k","s","g"
"1429","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","w","o","p","k","s","p"
"1430","f","y","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","k","v","u"
"1431","x","s","n","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","n","s","g"
"1432","x","f","n","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","k","v","d"
"1433","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","w","o","p","k","s","g"
"1434","x","s","w","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","k","s","u"
"1435","f","s","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","s","u"
"1436","x","f","n","t","n","f","c","b","u","t","b","s","s","g","p","w","o","p","k","y","d"
"1437","b","y","w","t","l","f","c","b","g","e","c","s","s","w","w","w","o","p","k","n","m"
"1438","f","y","w","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","k","s","g"
"1439","f","f","w","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","k","a","g"
"1440","x","s","w","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","n","s","g"
"1441","x","f","n","t","n","f","c","b","n","t","b","s","s","g","p","w","o","p","k","y","d"
"1442","x","s","n","f","n","f","w","b","h","t","e","f","s","w","w","w","o","e","k","a","g"
"1443","f","f","n","f","n","f","w","b","p","t","e","s","s","w","w","w","o","e","k","s","g"
"1444","f","f","n","f","n","f","w","b","n","t","e","f","f","w","w","w","o","e","n","s","g"
"1445","f","y","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","s","u"
"1446","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","w","o","p","k","v","g"
"1447","x","s","n","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","k","s","g"
"1448","f","f","g","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","n","s","g"
"1449","x","f","n","t","n","f","c","b","n","t","b","s","s","p","g","w","o","p","k","v","d"
"1450","f","s","g","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","n","s","g"
"1451","f","f","n","f","n","f","w","b","h","t","e","f","s","w","w","w","o","e","k","a","g"
"1452","f","s","n","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","n","v","u"
"1453","x","f","n","f","n","f","w","b","n","t","e","f","f","w","w","w","o","e","n","a","g"
"1454","f","y","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","v","g"
"1455","x","s","g","f","n","f","w","b","n","t","e","f","f","w","w","w","o","e","k","a","g"
"1456","f","f","w","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","k","s","g"
"1457","x","s","w","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","n","a","g"
"1458","x","f","n","t","n","f","c","b","n","t","b","s","s","p","p","w","o","p","n","y","d"
"1459","x","s","n","f","n","f","w","b","h","t","e","f","s","w","w","w","o","e","n","s","g"
"1460","f","s","w","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","n","s","u"
"1461","x","f","n","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","n","v","d"
"1462","x","s","w","f","n","f","w","b","n","t","e","f","f","w","w","w","o","e","k","s","g"
"1463","f","s","w","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","k","s","g"
"1464","x","s","w","t","a","f","w","n","n","t","b","s","s","w","w","w","o","p","u","v","d"
"1465","x","f","n","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","n","s","g"
"1466","x","y","g","t","n","f","c","b","p","t","b","s","s","g","w","w","o","p","k","v","d"
"1467","x","f","n","t","n","f","c","b","n","t","b","s","s","g","g","w","o","p","n","y","d"
"1468","x","s","y","t","a","f","w","n","p","t","b","s","s","w","w","w","o","p","u","v","d"
"1469","f","f","g","f","n","f","w","b","h","t","e","s","s","w","w","w","o","e","k","a","g"
"1470","x","s","n","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","k","s","g"
"1471","x","y","e","t","n","f","c","b","u","t","b","s","s","g","w","w","o","p","n","y","d"
"1472","f","s","g","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","k","a","g"
"1473","f","s","w","t","p","f","c","n","n","e","e","s","s","w","w","w","o","p","k","v","u"
"1474","f","f","w","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","n","s","g"
"1475","x","f","g","f","n","f","w","b","h","t","e","s","s","w","w","w","o","e","n","a","g"
"1476","f","f","n","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","n","s","g"
"1477","f","s","n","f","n","f","w","b","p","t","e","f","f","w","w","w","o","e","k","a","g"
"1478","x","f","w","f","n","f","w","b","k","t","e","f","f","w","w","w","o","e","n","a","g"
"1479","f","y","w","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","k","s","g"
"1480","x","f","w","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","n","s","g"
"1481","f","s","n","f","n","f","w","b","k","t","e","f","f","w","w","w","o","e","n","a","g"
"1482","x","s","n","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","k","s","g"
"1483","x","f","g","f","n","f","w","b","p","t","e","s","s","w","w","w","o","e","k","s","g"
"1484","x","s","n","f","n","f","w","b","k","t","e","s","s","w","w","w","o","e","k","a","g"
"1485","f","y","y","t","l","f","c","b","n","e","r","s","y","w","w","w","o","p","k","y","g"
"1486","x","y","n","t","p","f","c","n","n","e","e","s","s","w","w","w","o","p","k","v","u"
"1487","x","f","w","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","k","a","g"
"1488","f","s","w","f","n","f","w","b","k","t","e","f","f","w","w","w","o","e","k","s","g"
"1489","x","s","n","f","n","f","w","b","h","t","e","s","f","w","w","w","o","e","n","s","g"
"1490","f","y","n","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","s","g"
"1491","f","f","g","f","n","f","w","b","p","t","e","f","s","w","w","w","o","e","k","s","g"
"1492","f","s","w","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","s","u"
"1493","f","s","n","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","k","s","g"
"1494","x","s","g","f","n","f","w","b","p","t","e","f","s","w","w","w","o","e","k","s","g"
"1495","x","f","g","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","k","a","g"
"1496","f","f","n","f","n","f","w","b","n","t","e","s","s","w","w","w","o","e","k","s","g"
"1497","f","s","g","f","n","f","w","b","h","t","e","s","f","w","w","w","o","e","n","s","g"
"1498","x","s","w","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","n","s","g"
"1499","x","f","n","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","k","a","g"
"1500","x","f","g","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","k","s","g"
